methylation450,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
cg01893212,0.591799476,0.647198242,0.674308996,0.573540431,0.734244716,0.146214402,0.229812373,0.296432635,0.530759223,0.023777259,0.568144726,0.639893209,0.066720586,0.327388051,0.671701207,0.074579411,0.496093213,0.537733098,0.547344408,0.639365224,0.660222033,0.127258704,0.518339547,0.560837794,0.529750732,0.061422842,0.06769005,0.495109328,0.42177573,0.050030159,0.406753845,0.437627974,0.596604093,0.433155189,0.682615877,0.755734085,0.27458754,0.103079509,0.391253695,0.635799791,0.577564784,0.241964055,0.413358758,0.279405582,0.669953247,0.030869767,0.015424407,0.850928678,0.472444024,0.561068844,0.736521997,0.141553172,0.047837642,0.351711924,0.551431943,0.648750458,0.511041864,0.662309434,0.567150245,0.408423072,0.674015383,0.720253466,0.059700954,0.70407744,0.656863245,0.426851787,0.585455896,0.725334332,0.041867082,0.549602702,0.233457967,0.627195262,0.60055914,0.567990992,0.657500754,0.563710924,0.568471172,0.419548071,0.209550221,0.285906467,0.020179653,0.337579758,0.06221049,0.514332233,0.71360334,0.159650905,0.937447806,0.588850497,0.646160401,0.108810936,0.328965264,0.719974961,0.220872555,0.606248985,0.318139132,0.835916879,0.412960326,0.490080075,0.376459753,0.498537204,0.565456688,0.580220157,0.647785722,0.406032514,0.685250225,0.351269447,0.750502162,0.413552358,0.543537681,0.020763544,0.022416305,0.021767415,0.028504265,0.628234148,0.973658585,0.426359349,0.522902186,0.016768482,0.559439153,0.668167384,0.688864555,0.354923634,0.639140157,0.105013779,0.505849404,0.064521464,0.487944757,0.630814731,0.266965431,0.49103245,0.107980852,0.411736145,0.550140971,0.423451394,0.154699783,0.492724225,0.530336719,0.093587338,0.169208719,0.718943315,0.565550083,0.023331913,0.350125138,0.448446664,0.568740831,0.539110415,0.627029392,0.594742782,0.029683845,0.75690751,0.109819188,0.793785981,0.646993525,0.514395925,0.445844482,0.746234737,0.75032513,0.506230591,0.155949783,0.025824643,0.657982464,0.358684225,0.351714648,0.424862224,0.394451592,0.437462145,0.536970238,0.443103164
cg27609342,0.586675752,0.603611224,0.650013343,0.270670906,0.040251929,0.446536061,0.100317466,0.494124832,0.451506449,0.022513423,0.550055819,0.655680148,0.479764765,0.547814965,0.612747014,0.635997105,0.016315387,0.033491508,0.55810489,0.660517523,0.527150135,0.022681738,0.469477722,0.563645337,0.339653696,0.462966463,0.456448112,0.456883952,0.033710336,0.020943549,0.496212444,0.393946524,0.196784449,0.400531904,0.430664159,0.481823244,0.465033683,0.454807554,0.437379231,0.542167105,0.457703289,0.409320993,0.460978973,0.427554457,0.512644113,0.022388119,0.033001137,0.675907926,0.365155482,0.238189664,0.719939739,0.439015034,0.018645684,0.524252956,0.49083159,0.513881901,0.293387372,0.689259738,0.027327049,0.023871112,0.022715025,0.431201812,0.462813878,0.549714775,0.082061455,0.495310358,0.562906584,0.593910726,0.0659894,0.19594724,0.437053667,0.526159888,0.02217802,0.548629115,0.531371477,0.529287408,0.017985773,0.438464193,0.510751629,0.220861198,0.024011794,0.020910678,0.209894959,0.517063902,0.446524451,0.134060942,0.901630215,0.583674651,0.227729045,0.028184015,0.534348936,0.026908035,0.474779074,0.024472109,0.140302636,0.618911683,0.283024547,0.025914978,0.478917301,0.022738929,0.047587173,0.549613595,0.043995892,0.03590021,0.563063028,0.019312609,0.025278807,0.474713525,0.033330658,0.505173618,0.06024877,0.514156893,0.02281514,0.017656025,0.955554246,0.018851547,0.021107861,0.026899128,0.614202334,0.020902247,0.605490889,0.024076018,0.51923533,0.020948214,0.021836285,0.159560375,0.406843277,0.692265213,0.537324795,0.492485083,0.025169381,0.413448885,0.024577374,0.445713033,0.037583524,0.432746422,0.531569256,0.408866358,0.351610348,0.589131998,0.579696377,0.452202201,0.523438503,0.02025623,0.60756013,0.516454631,0.377616985,0.483487936,0.028304866,0.618669557,0.571695763,0.739417372,0.644837271,0.284299361,0.522122833,0.391104276,0.55017062,0.041963417,0.462856297,0.40271384,0.516493892,0.166614692,0.502169301,0.021432936,0.102633094,0.570248252,0.266133614,0.309199986
cg15506157,0.754229192,0.589331658,0.808946129,0.222581547,0.893244142,0.355402264,0.415981438,0.729334414,0.592694752,0.0546393,0.756551419,0.858636645,0.108337396,0.618425757,0.863709352,0.762745679,0.079843624,0.782626793,0.774787409,0.827290784,0.831312034,0.155425101,0.048374979,0.262999907,0.700069436,0.428292847,0.580056084,0.608532723,0.572244705,0.074302799,0.635712767,0.759254292,0.795408284,0.658123183,0.035463973,0.563143987,0.297597651,0.297863488,0.66928792,0.858775745,0.690777273,0.62857567,0.486204677,0.819617577,0.912018142,0.061584199,0.034647944,0.929007026,0.580833984,0.820555077,0.89622486,0.075798344,0.563280689,0.591046576,0.794375673,0.04906795,0.378083617,0.84904744,0.060988916,0.05046979,0.840306987,0.870553204,0.280397988,0.703552604,0.071434316,0.733271115,0.870972353,0.857587361,0.437602956,0.835900759,0.448117382,0.792121498,0.616500861,0.830612044,0.107137746,0.815932519,0.548636627,0.653796103,0.060248867,0.607041299,0.050394896,0.733519829,0.054822526,0.768648225,0.899207255,0.549178086,0.783771774,0.121137802,0.839775796,0.412367771,0.427495483,0.053978325,0.495642169,0.843144702,0.693889955,0.816112489,0.704201043,0.659590617,0.803105851,0.808278777,0.84657741,0.791081863,0.036438512,0.302321684,0.883606886,0.302235844,0.919441218,0.708288674,0.843108846,0.558090203,0.1127316,0.079819083,0.041895083,0.052794743,0.971259243,0.760295473,0.667093245,0.046547227,0.890815958,0.860167572,0.882812103,0.757417961,0.847392912,0.536358917,0.181416749,0.405625291,0.709882678,0.882763501,0.677885055,0.811751919,0.068790749,0.569911563,0.797511726,0.777616308,0.482352463,0.740779484,0.776442432,0.118545923,0.587660218,0.83758057,0.808255333,0.197522059,0.712308616,0.746212101,0.772693947,0.72832807,0.857132898,0.805025294,0.782924354,0.880209144,0.437420482,0.92490305,0.84069827,0.567588946,0.67885334,0.091905197,0.894988763,0.569472609,0.154830149,0.144046829,0.841824581,0.721606612,0.799004681,0.839025633,0.694364664,0.554091286,0.798634167,0.747352419
cg20766178,0.643490722,0.023247141,0.51348571,0.527398867,0.019561018,0.625407903,0.023619927,0.635835304,0.590453258,0.024093276,0.683062154,0.574191502,0.608186233,0.599753857,0.148899331,0.614160391,0.031371079,0.026538816,0.600929821,0.37487121,0.091298789,0.020554759,0.614949132,0.618720977,0.027403797,0.595213843,0.64821334,0.021687604,0.020266647,0.023863674,0.614646142,0.628514614,0.181670744,0.239610301,0.533350889,0.633201379,0.550708353,0.624397789,0.025399808,0.607085405,0.084298362,0.58487412,0.58539279,0.571714486,0.637132769,0.025930751,0.414154498,0.744849738,0.562570569,0.515058126,0.671765678,0.591310509,0.022962436,0.582554782,0.464864489,0.622079232,0.031058745,0.657700167,0.024841437,0.025590268,0.630794905,0.748793887,0.637765442,0.68394525,0.032464817,0.643872351,0.624587108,0.030551417,0.215005401,0.632549365,0.583924302,0.639837923,0.027040174,0.665856685,0.68332536,0.038725628,0.021141621,0.099218607,0.630777648,0.492893851,0.025470509,0.019243672,0.50795857,0.027417749,0.717382146,0.210509138,0.863530117,0.512082182,0.577297086,0.028083314,0.626688432,0.617824325,0.641312573,0.018096862,0.372042355,0.70221844,0.020888611,0.025097881,0.024435185,0.021236286,0.038064479,0.642155997,0.025234921,0.018387642,0.029175784,0.022291019,0.232833464,0.558975125,0.01952415,0.598044874,0.337693147,0.488721395,0.016645168,0.022799869,0.944204998,0.020994437,0.023695961,0.022466811,0.632205211,0.017188759,0.657198628,0.495960208,0.598846387,0.027516135,0.02062587,0.255975839,0.023580762,0.63892271,0.652184395,0.663879627,0.024156732,0.603461066,0.022792352,0.492665437,0.023507466,0.550806221,0.601212198,0.592972679,0.570872931,0.736340223,0.543719142,0.602316116,0.626149199,0.016775735,0.686605394,0.606229439,0.108499139,0.560673384,0.027792737,0.524157359,0.620161633,0.023368615,0.545791303,0.6066246,0.617532943,0.086297657,0.647864036,0.049241019,0.615274495,0.59092657,0.693330275,0.021178613,0.6223701,0.01859888,0.019354567,0.591076437,0.024258127,0.557166393
cg06443888,0.059180535,0.048619101,0.367166573,0.070943166,0.048041311,0.619050633,0.063083358,0.506993098,0.442051509,0.048670284,0.653449247,0.821606952,0.427230212,0.541654991,0.04333948,0.564359212,0.050708296,0.060936685,0.545330794,0.689694933,0.065243198,0.043824252,0.46070785,0.616643675,0.039895773,0.691778262,0.529920272,0.061110489,0.040272957,0.090685695,0.474742823,0.523941387,0.50500204,0.045156654,0.270408503,0.542616907,0.510339917,0.497873438,0.056257819,0.564281987,0.039824231,0.38677308,0.34581534,0.656132061,0.702397101,0.046659421,0.303780813,0.736622604,0.118231096,0.38909203,0.69088734,0.537283132,0.042891881,0.512166145,0.188047827,0.498221449,0.086398396,0.580298822,0.069891201,0.052614048,0.042302046,0.060540395,0.618268666,0.640083224,0.049373685,0.476698291,0.380832119,0.051627701,0.079093495,0.59706713,0.53184466,0.598399045,0.076285035,0.457138027,0.678563002,0.047093565,0.050845232,0.060656402,0.550587862,0.096772778,0.055500149,0.053643921,0.400251773,0.073287194,0.641040672,0.154049766,0.09598995,0.336338008,0.581730215,0.067620645,0.561236839,0.666904364,0.70963081,0.055698824,0.060247463,0.643077771,0.04783995,0.078664503,0.03999094,0.05736376,0.056436213,0.028153235,0.044269474,0.056546572,0.062154049,0.045091012,0.046802118,0.497597307,0.049810086,0.178759903,0.070605594,0.074974325,0.066124295,0.036013714,0.210695319,0.055932449,0.197559555,0.039060946,0.629137087,0.03434297,0.072513802,0.067673478,0.572601648,0.059135338,0.042649311,0.052331725,0.068546862,0.537221775,0.547276398,0.610507315,0.05995874,0.535748949,0.039884672,0.041025204,0.071790632,0.055891251,0.708760686,0.519611415,0.546884875,0.737654429,0.373162924,0.50224252,0.527792128,0.079587206,0.557371974,0.582994699,0.079400351,0.548622614,0.074898532,0.776945618,0.541420353,0.049489679,0.449333033,0.432958548,0.451686608,0.057035041,0.076185132,0.088011975,0.547878955,0.447880598,0.812959688,0.052657472,0.44031961,0.041304392,0.052117118,0.514917203,0.075158962,0.34132537
cg23722334,0.585888894,0.117429697,0.578995245,0.166252681,0.131736088,0.632600385,0.466874516,0.644505462,0.721567677,0.12774473,0.72631791,0.71269239,0.641717937,0.656846678,0.830201136,0.662050644,0.109382369,0.238227271,0.780468536,0.767415745,0.193746206,0.460843318,0.732591512,0.733628739,0.75957321,0.644195697,0.675295914,0.533639359,0.601267681,0.361986991,0.768673426,0.701894673,0.513470045,0.447868729,0.586060895,0.792873484,0.594940615,0.670560801,0.256511006,0.710438404,0.562385629,0.699936336,0.616234297,0.670124235,0.645911761,0.163340423,0.364497599,0.652269982,0.585744942,0.747553714,0.803539353,0.675044082,0.249602145,0.608507843,0.664551654,0.569879019,0.564029865,0.805758337,0.152359775,0.197378489,0.770237752,0.113410801,0.703718941,0.752783159,0.370804054,0.608133743,0.615145095,0.152938642,0.19189533,0.718038617,0.682079944,0.774697366,0.714391461,0.697043632,0.704096705,0.673874352,0.41461794,0.453582925,0.677790902,0.531724457,0.241698941,0.306854932,0.54283568,0.427780651,0.744658896,0.378233001,0.149999257,0.773637831,0.655911724,0.293697247,0.603035422,0.736606607,0.688235889,0.20113784,0.170256003,0.807543992,0.127094182,0.644743154,0.173244556,0.162060478,0.144766204,0.742012058,0.842243793,0.196898982,0.757001354,0.305354371,0.900555427,0.634816688,0.129988484,0.479170997,0.554385032,0.736473281,0.16061402,0.776426124,0.929569474,0.104016594,0.206392325,0.110646844,0.711830693,0.154600124,0.175290572,0.519777263,0.837488046,0.179898274,0.135856744,0.120097092,0.213070022,0.829919001,0.737606844,0.699877231,0.276431271,0.684079107,0.288117056,0.517713023,0.27517995,0.474601106,0.614694627,0.672180312,0.708129917,0.76600853,0.791680438,0.685270515,0.677438422,0.551711086,0.772722778,0.756438972,0.599220253,0.800327737,0.218439084,0.854348887,0.509810254,0.908883214,0.729101211,0.767282697,0.64993572,0.114561902,0.110868034,0.615651958,0.646206513,0.612624603,0.692612991,0.103959569,0.725108204,0.130796882,0.135219736,0.638627399,0.276265202,0.584283571
cg20129213,0.627032061,0.517489929,0.732867914,0.41367746,0.553484086,0.045263549,0.456862006,0.448436314,0.221153844,0.030089326,0.57520445,0.640576143,0.018779447,0.399031134,0.637457382,0.251357815,0.034921526,0.504567903,0.564471379,0.689970209,0.634910077,0.410665965,0.574880685,0.618181283,0.463692342,0.215156332,0.071623989,0.544485116,0.595143544,0.268564791,0.579384144,0.549338212,0.573562537,0.467662776,0.445978761,0.756269969,0.275299477,0.174250633,0.526283337,0.589197268,0.661254007,0.308153336,0.655309472,0.221169635,0.640635658,0.098208496,0.024233155,0.588540743,0.168484613,0.641186658,0.81149772,0.344040553,0.044144557,0.030834861,0.583636212,0.564488188,0.487209199,0.692215915,0.057742871,0.027227446,0.663365217,0.744823021,0.083268983,0.139463658,0.08083051,0.047579438,0.580266993,0.783896578,0.351457339,0.60215565,0.413155909,0.581503745,0.661702982,0.580109262,0.578447335,0.598473291,0.41218073,0.526701295,0.289791576,0.443447249,0.030464302,0.332781074,0.030289225,0.588673621,0.560316437,0.359506567,0.829154205,0.033540559,0.539546714,0.362591766,0.411169423,0.632179421,0.388900316,0.617663063,0.329515829,0.038123023,0.519980772,0.492155574,0.616717796,0.498435933,0.025107115,0.598582964,0.166298132,0.01706291,0.655402848,0.353387202,0.693050756,0.383826242,0.59182526,0.024048535,0.030988456,0.024478452,0.028204043,0.591175277,0.916075419,0.450990362,0.610039558,0.024862066,0.311469628,0.516020653,0.622083685,0.477797322,0.530127691,0.404911201,0.238186771,0.25756664,0.556875355,0.633797496,0.470249791,0.040916588,0.046977968,0.058601836,0.594726106,0.46308878,0.328361686,0.568557262,0.595604851,0.092985556,0.329687596,0.675072801,0.63077182,0.056276171,0.325769816,0.431287932,0.57010823,0.381086264,0.585683071,0.640726073,0.567560736,0.608481225,0.470625948,0.594769903,0.553334274,0.496106395,0.482904985,0.710686872,0.641827945,0.142771914,0.204573198,0.169672457,0.652070056,0.3581347,0.536344189,0.33062625,0.037986808,0.481849485,0.512045427,0.55765103
cg04034767,0.604485303,0.021461437,0.543333537,0.478641408,0.02239756,0.093353409,0.281571174,0.022579144,0.043105483,0.022655536,0.035546948,0.511884907,0.014594855,0.367244499,0.555433238,0.190401717,0.021749624,0.025097118,0.040604559,0.67627973,0.149104677,0.071000931,0.042400974,0.014760225,0.421775171,0.055254323,0.020155077,0.478533663,0.52432924,0.184844277,0.239356828,0.489367176,0.613369581,0.404743563,0.027039819,0.28490039,0.028736989,0.200937637,0.487825817,0.577764175,0.525511983,0.072476881,0.23161114,0.335782714,0.607729709,0.034385859,0.013735008,0.693604311,0.516645695,0.516089206,0.572162657,0.017197309,0.020017952,0.01863385,0.020654074,0.019593142,0.019032052,0.638254853,0.574612538,0.39713984,0.271597916,0.555900849,0.024459765,0.542617928,0.667855849,0.021488451,0.293552072,0.608487976,0.054312088,0.181296197,0.01669872,0.338105192,0.022082271,0.473629004,0.401573639,0.105857837,0.024604371,0.45203607,0.265138728,0.08700271,0.018187843,0.167049196,0.017384448,0.570256202,0.660831709,0.120443661,0.70027404,0.017359529,0.244460912,0.017466258,0.227739361,0.605915218,0.229664292,0.023796061,0.029793313,0.02468935,0.364038711,0.023690504,0.016074935,0.051552794,0.086160381,0.597393781,0.022098142,0.016087273,0.640707289,0.152981444,0.542953803,0.392162838,0.0194803,0.019158798,0.015902764,0.014201755,0.016621122,0.02257667,0.865107374,0.542086846,0.428957716,0.017458385,0.382736851,0.220279336,0.642625889,0.441366692,0.026306782,0.138625449,0.018890908,0.168862935,0.243335113,0.506564098,0.426331046,0.453147995,0.023104732,0.096556228,0.026362251,0.026101133,0.213310632,0.442523449,0.183285346,0.127028483,0.054649314,0.671840048,0.020600257,0.022634363,0.03135612,0.016907822,0.026361516,0.017709651,0.519204576,0.183966252,0.360805722,0.60808435,0.023926744,0.735260712,0.510872388,0.02927409,0.270002987,0.63534823,0.645945934,0.024534788,0.026143219,0.020502372,0.656145542,0.020096343,0.024921424,0.020710456,0.017935225,0.433374371,0.018080478,0.120620885
cg07028821,0.4257852,0.014902292,0.763835037,0.041892746,0.015105831,0.151290089,0.01875407,0.015895664,0.550178741,0.018834108,0.490719989,0.535575243,0.014462825,0.106918678,0.544883942,0.323443315,0.013174327,0.022706152,0.513886201,0.645584564,0.567652468,0.24104276,0.020314953,0.121368474,0.060592509,0.042377352,0.085475271,0.019859146,0.457269677,0.019768724,0.018775797,0.417996525,0.566443723,0.506159153,0.492006012,0.016563295,0.215779551,0.129140172,0.022549892,0.615377096,0.601451072,0.016500824,0.021485734,0.0153672,0.664771405,0.016479007,0.012898278,0.591457158,0.515794702,0.631864039,0.039166342,0.039470316,0.016045645,0.018122515,0.015761253,0.020591686,0.110667175,0.547221656,0.016023666,0.468960693,0.515756225,0.650888654,0.020865033,0.024343713,0.199447344,0.017606843,0.572978522,0.292854822,0.018872268,0.548753638,0.416300021,0.513258192,0.509831796,0.568078967,0.022293949,0.607621281,0.017231666,0.038096202,0.438175501,0.024032831,0.015908643,0.016699102,0.013967057,0.537567344,0.665113402,0.19285851,0.583185829,0.020881789,0.152971661,0.155036358,0.022108636,0.766066462,0.15539401,0.140619399,0.346151873,0.01769705,0.018413505,0.54626547,0.014391093,0.492656639,0.659505578,0.564465322,0.013653044,0.01522643,0.186625222,0.018330579,0.017545484,0.494912645,0.024471272,0.015882873,0.015672107,0.014517481,0.015199655,0.157153776,0.594886151,0.665753824,0.450509791,0.0120659,0.038959537,0.388272,0.085944778,0.304572684,0.018859858,0.029880366,0.017326026,0.149144291,0.017181579,0.656178583,0.333090359,0.032296118,0.186215965,0.350868423,0.025599381,0.529276484,0.11006577,0.432428813,0.018169539,0.119698742,0.176063059,0.602099197,0.587407087,0.022014109,0.524038604,0.494600395,0.587773031,0.419803806,0.575538789,0.512038316,0.021417073,0.428380288,0.016220499,0.020733505,0.620295812,0.538744919,0.500674466,0.308176973,0.725571356,0.019161041,0.185118432,0.053743895,0.651975149,0.339618003,0.019834118,0.015361573,0.492408092,0.235736573,0.334968572,0.507488752
cg06302025,0.691519643,0.027047548,0.593248468,0.357846286,0.294475393,0.443820266,0.02184442,0.448283624,0.552504429,0.019849233,0.54506913,0.640525221,0.456643077,0.500864057,0.55394567,0.398271168,0.013889619,0.024199052,0.620682577,0.517937506,0.020438301,0.020449893,0.523616607,0.58114973,0.289575265,0.535404823,0.444806084,0.431768439,0.397737384,0.061520278,0.614793047,0.478271261,0.418388346,0.562312344,0.482981199,0.750921243,0.47399009,0.490441435,0.03810133,0.489094857,0.039139327,0.436132406,0.724824804,0.43369889,0.654204828,0.019988443,0.031277756,0.662877247,0.595326405,0.469362687,0.766610419,0.445191927,0.037888394,0.400807521,0.517064252,0.556221362,0.062009767,0.63294117,0.019930178,0.019561673,0.569216909,0.56097386,0.452140006,0.675550521,0.089298204,0.438200304,0.671664976,0.017627498,0.180095995,0.653120552,0.575267777,0.491766619,0.017937903,0.42392971,0.621989938,0.482932063,0.020717388,0.022684074,0.565903954,0.335831652,0.018531834,0.219191796,0.273831636,0.523797602,0.562996152,0.323319709,0.52403225,0.571678559,0.640255576,0.023041762,0.338785882,0.693993713,0.538715892,0.43985022,0.018188661,0.668325407,0.020272917,0.120435611,0.018095276,0.529907274,0.499349893,0.43764951,0.549812147,0.024510962,0.408389292,0.018321744,0.406009949,0.560461551,0.487504217,0.115728136,0.02674912,0.07673769,0.018010698,0.508394292,0.965388299,0.029679578,0.577510081,0.017072741,0.543631634,0.024961855,0.655977905,0.331939427,0.631552908,0.018801121,0.039210893,0.193161683,0.181686248,0.631287997,0.456801053,0.533454194,0.021049013,0.417332251,0.01290333,0.534507319,0.288082194,0.021177008,0.503397481,0.438040673,0.380647783,0.743423957,0.398640095,0.364281895,0.611652247,0.018088276,0.680405415,0.616648791,0.022033151,0.552436882,0.400157328,0.576845599,0.601386164,0.547851947,0.458674065,0.275587707,0.578539571,0.420019973,0.479208631,0.371459248,0.519601043,0.344252752,0.418884783,0.018703147,0.543577913,0.017604866,0.577788382,0.542711546,0.286933653,0.396155991
cg26295057,0.564658259,0.02581045,0.689633675,0.562352501,0.520126978,0.380834227,0.378782896,0.448971255,0.42857628,0.013068703,0.578014134,0.626003071,0.014806184,0.345740749,0.610096296,0.521176593,0.020058064,0.446211427,0.559702148,0.644544991,0.121526533,0.022748998,0.62180627,0.078397041,0.55862148,0.285823043,0.038919831,0.573487822,0.326243072,0.324282591,0.564869457,0.535198923,0.577383955,0.491078029,0.595481876,0.016733156,0.070994593,0.259712638,0.520984148,0.550346974,0.593198105,0.32643549,0.455856957,0.142832025,0.574203543,0.025535317,0.012061618,0.027309746,0.529555965,0.450751815,0.703444736,0.06726022,0.030254189,0.039900158,0.540481595,0.09306916,0.571258651,0.648869298,0.015873584,0.018647919,0.62632163,0.676404749,0.04783761,0.220719006,0.531068494,0.530513757,0.530904009,0.697983987,0.327339213,0.422487455,0.40572075,0.498282217,0.017865351,0.543802963,0.534309605,0.56083662,0.239118972,0.551365799,0.397082043,0.518495163,0.256131381,0.07276653,0.012393203,0.556503401,0.655042573,0.282966612,0.80925503,0.447952932,0.504073912,0.272583506,0.317280401,0.607789358,0.382764726,0.525641933,0.10733382,0.27525789,0.490235556,0.429342776,0.294318984,0.43820318,0.558585862,0.577008662,0.235577456,0.389159245,0.620994748,0.444014126,0.498471396,0.499007359,0.516665171,0.016491922,0.016016112,0.015410828,0.027476414,0.555730095,0.895453685,0.630427947,0.461202065,0.013172646,0.050650664,0.512313558,0.655902721,0.464087975,0.636791055,0.035096382,0.408319236,0.252789738,0.432440258,0.543246801,0.424923472,0.034538126,0.106425585,0.483342797,0.557227618,0.534333548,0.317420323,0.574607692,0.553693082,0.021449417,0.30940836,0.619192079,0.18529951,0.019139043,0.503020395,0.411804057,0.600709087,0.53524398,0.513891146,0.330620604,0.605140898,0.56074574,0.02124491,0.704908809,0.581239338,0.019999797,0.469120685,0.636354543,0.627662877,0.546940307,0.11056432,0.017250168,0.629620119,0.014513249,0.05285436,0.514428412,0.516690288,0.494561092,0.514307873,0.186811373
